operator,capacity_mw,place,municipality,province,year_realized,latitude,longitude
Zonnepark Munsterjansdijk B.V.,12.86,NEEDE,Berkelland,Gelderland,2023,52.12801441113922,6.650255924550744
Zonnig Lochem B.V.,12.846,GORSSEL,Lochem,Gelderland,2022,52.14843104372681,6.261248744802849
UNL Solar 18 B.V.,12.84,URETERP,Opsterland,Friesland,2022,53.116495852740286,6.173926318674455
FP Lux VB Solar Netherlands van der Wiel B.V.,12.825,NIJ BEETS,Opsterland,Friesland,2021,53.06581537820695,6.033956516390331
Energiepark Groensebos B.V.,12.8,ECHT,Echt-Susteren,Limburg,2024,51.11305505044471,5.925391738469686
Solar park Kooypunt B.V.,12.721,DEN HELDER,Den Helder,Noord-Holland,2021,52.90728074607972,4.783599001461598
Solar EGP NL East B.V.,12.5,APELDOORN,Apeldoorn,Gelderland,2025,52.20458168670588,6.022368354416083
***,12.25,VOLKEL,Maashorst,Noord-Brabant,2018,51.649848908748275,5.670223493392781
Zonnepark Noordscheschut B.V.,12.23,HOOGEVEEN,Hoogeveen,Drenthe,2020,52.71732471594401,6.541160412507338
Zonpv Cranendonck B.V.,12.222,MAARHEEZE,Cranendonck,Noord-Brabant,2024,51.31966151424566,5.594047332848474
KS NL8 B.V.,12.147,NEEDE,Berkelland,Gelderland,2024,52.120530405936904,6.616150208682676
EAM Leeuwarden B.V.,12.13,GOUTUM,Leeuwarden,Friesland,2020,53.16657356038299,5.82346810375332
Solargaard Vianen B.V.,12.09,VIANEN NB,Land van Cuijk,Noord-Brabant,2022,51.71092964571485,5.861544264018178
Zonneparken Nazorg Limburg B.V.,12.053,LANDGRAAF,Landgraaf,Limburg,2021,50.93134417927658,6.0264649833278385
Zonneparken Someren B.V.,12.00576,SOMEREN,Someren,Noord-Brabant,2023,51.344870668905536,5.6975253419171255
Solarpark Vroenhout B.V.,12,ROOSENDAAL,Roosendaal,Noord-Brabant,2025,51.53188532897997,4.418318269384506
KS NL3 B.V.,12,LOCHEM,Lochem,Gelderland,2025,52.16977549878166,6.409607412782368
Tpsolar Vossenberg B.V.,12,LIESHOUT,Laarbeek,Noord-Brabant,2025,51.55565116547177,5.547132450138924
Zonnepark Oosterweilanden B.V.,12,VRIEZENVEEN,Twenterand,Overijssel,2019,52.41019135020469,6.640535674206521
TotalEnergies Solar DG Nederland B.V.,11.99,NIEUWDORP ZLD,Borsele,Zeeland,2018,51.450399946844655,3.7335510062856447
Zonneparken Nazorg Limburg B.V.,11.92,MAASTRICHT,Maastricht,Limburg,2020,50.8712680001245,5.676304000329555
Zon Direct Groningen B.V.,11.9,GRONINGEN,Groningen,Groningen,2023,53.19732531340423,6.6498978868238305
Twence Zon B.V.,11.9,AMBT DELDEN,Hof van Twente,Overijssel,2021,52.26415656303914,6.638347589167018
Solarvation B.V.,11.893,LELYSTAD,Lelystad,Flevoland,2020,52.523360297851035,5.577438813062091
Zonneakker de Watering B.V.,11.89,COEVORDEN,Coevorden,Drenthe,2020,52.66413779459942,6.7176176634956395
Rundedal Agro Energy B.V.,11.88222,BARGER-COMPASCUUM,Emmen,Drenthe,2019,52.73718505617352,7.031481802057469
Zonnepark Achtkarspelen B.V.,11.817,BUITENPOST,Achtkarspelen,Friesland,2019,53.25998832102032,6.152035791277026
Zonnepark Rilland B.V.,11.75,RILLAND,Reimerswaal,Zeeland,2019,51.4155440945659,4.240498700182626
Zonnepark Lungendonk B.V.,11.709,SOMEREN,Someren,Noord-Brabant,2021,51.44591358032625,5.673532131051784
Zonnepark Vuilstort Farmsum B.V.,11.698,FARMSUM,Eemsdelta,Groningen,2021,53.282604295241626,6.974758422282251
Solar Power Emmen B.V.,11.68992,EMMEN,Emmen,Drenthe,2020,52.75255878907564,6.943402429178211
BEE Stadskanaal B.V.,11.573,STADSKANAAL,Stadskanaal,Groningen,2020,53.00989990885853,6.936179969322004
Karakter Three Energie B.V.,11.56,GRUBBENVORST,Horst aan de Maas,Limburg,2023,51.421732572417405,6.103522787470518
Zonnepark PV21 B.V.,11.49,DOKKUM,Noardeast-Fryslân,Friesland,2022,53.33205146676434,5.985856357340562
***,11.461,EMMELOORD,Noordoostpolder,Flevoland,2018,52.72230435475286,5.784279287064499
Zonnepark PV6 B.V.,11.442,LEEUWARDEN,Leeuwarden,Friesland,2020,53.204097705605655,5.755884887187031
Zonnepark Lievelde B.V.,11.41,LICHTENVOORDE,Oost Gelre,Gelderland,2023,52.00207702813585,6.575659804594056
Vlowijker Zonneweide I B.V.,11.259,WERKHOVEN,Bunnik,Utrecht,2023,52.036025000449825,5.226541810804836
Zonnepark Bollendonk B.V.,11.244,ETTEN-LEUR,Etten-Leur,Noord-Brabant,2023,51.60637043652644,4.625214473908398
Zonnepark Wijkerbroek Oost B.V.,11.09001,WIJK BIJ DUURSTEDE,Wijk bij Duurstede,Utrecht,2023,51.96642308883005,5.312001372838001
Zonnepark Markiezaat B.V.,11,WOENSDRECHT,Woensdrecht,Noord-Brabant,2024,51.42010379615071,4.269724938704715
FP Lux REIO PV Netherlands Exloo B.V.,10.851,ODOORN,Borger-Odoorn,Drenthe,2022,52.88404501539331,6.88839945109137
Zonneweide Roodehaan B.V.,10.82376,GRONINGEN,Groningen,Groningen,2019,53.19845377990618,6.639317864638275
Zonnepark Wilbertoord Noordstraat B.V.,10.79,MILL,Land van Cuijk,Noord-Brabant,2023,51.64098391276744,5.757894100038925
Zonnepark Loon op Zand B.V.,10.5,LOON OP ZAND,Loon op Zand,Noord-Brabant,2023,51.62096596201061,5.059205525198236
Mol Freesia B.V.,10.5,NIBBIXWOUD,Medemblik,Noord-Holland,2019,52.68752000009316,5.03693161282238
Zonnepark Waterlanden B.V.,10.247,GOOR,Hof van Twente,Overijssel,2020,52.24375913291335,6.605295463287929
Zonnepark Zonnewoud Zeewolde B.V.,10.03,ZEEWOLDE,Zeewolde,Flevoland,2024,52.34353524805691,5.502340657538076
Zonnepark Koningspleij Arnhem B.V.,10.024,ARNHEM,Arnhem,Gelderland,2022,51.96218199964882,5.944053999525365
Solarvation B.V.,10.017,LELYSTAD,Lelystad,Flevoland,2020,52.52340526884876,5.579820520222407
Zonnepark Maatweg B.V.,10,HOOGLAND,Amersfoort,Utrecht,2021,52.17236719127103,5.365349770241019
Zonnepark Woldjerspoor B.V.,10,GRONINGEN,Groningen,Groningen,2017,53.19429058873782,6.617331920992512
Enerstroom 1 B.V.,10,MELISSANT,Goeree-Overflakkee,Zuid-Holland,2019,51.773011019066296,4.035829171086255
Flevokustzon B.V.,10,LELYSTAD,Lelystad,Flevoland,2019,52.55802760951602,5.520842428891533
Bee Hoogeveen B.V.,9.88,HOOGEVEEN,Hoogeveen,Drenthe,2025,52.705949671732824,6.461124872896492
Solarvation B.V.,9.768,LELYSTAD,Lelystad,Flevoland,2020,52.520916134377266,5.580552888082401
TPSolar Berkelweide Lochem B.V.,9.675,LOCHEM,Lochem,Gelderland,2021,52.16523183126836,6.391433910341021
Zonnepark Haarstdiek B.V.,9.66,SLEEN,Coevorden,Drenthe,2021,52.76421805267231,6.796029826458463
Sun Invest 1 B.V.,9.6,LEEK,Westerkwartier,Groningen,2019,53.186605155678826,6.364100552277895
Zonnepark IJsselmeerdijk-Lelystad B.V.,9.6,LELYSTAD,Lelystad,Flevoland,2020,52.568395152195386,5.523470167481157
Zonnepark Terbroek B.V.,9.5,BARNEVELD,Barneveld,Gelderland,2024,52.16285328981661,5.497477060532469
Zonneweide De Blauwe Poort B.V.,9.5,BEEK EN DONK,Laarbeek,Noord-Brabant,2022,51.55211327772613,5.632113079228316
Zonnepark Heino I B.V.,9.497,HEINO,Raalte,Overijssel,2025,52.46024670215076,6.260275332753469
Eco Invest NH B.V.,9.36,HEERHUGOWAARD,Dijk en Waard,Noord-Holland,2018,52.68881537711854,4.843529513700938
FP Lux VB Solar Netherlands Hof van Twente B.V.,9.338,GOOR,Hof van Twente,Overijssel,2020,52.24886713496955,6.584567223892442
Zonneveld Dassenberg B.V.,9.254,HALSTEREN,Bergen op Zoom,Noord-Brabant,2023,51.557274519962135,4.296704610499554
Zonnepark Hemmen B.V.,9.25,VALBURG,Overbetuwe,Gelderland,2024,51.92002755974594,5.683555682507538
Zonnepark Wijkerbroek West B.V.,9.18,WIJK BIJ DUURSTEDE,Wijk bij Duurstede,Utrecht,2023,51.97011167275488,5.301503948383884
Zonnepark De Stegenhoek B.V.,9.16176,HAAKSBERGEN,Haaksbergen,Overijssel,2024,52.1817204189916,6.660872514380948
Zonneweide Brabantenergie 1 B.V.,9.134,SINT-OEDENRODE,Meierijstad,Noord-Brabant,2024,51.55652970414332,5.475009845442802
Zonnepark Keppelseweg B.V.,9.08523,DOETINCHEM,Doetinchem,Gelderland,2024,51.983253344990935,6.261753271756761
Zonnig Batendijk B.V.,9.052,BORCULO,Berkelland,Gelderland,2021,52.104381405523704,6.538782794668186
Zonnepark Marum B.V.,9.024,MARUM,Westerkwartier,Groningen,2018,53.13752429643393,6.279704064644611
Zonnepark Noordmanshoek B.V.,9,WIJHE,Olst-Wijhe,Overijssel,2022,52.396096881989514,6.140209872421938
W.A. Scholten Zonnepark B.V.,8.978,FOXHOL,Midden-Groningen,Groningen,2021,53.167743326388766,6.7087779317632075
Centraal Kantoor Suiker Unie,8.95,PUTTERSHOEK,Hoeksche Waard,Zuid-Holland,2021,51.811170491867095,4.5514124473664666
TPSolar Lochem B.V.,8.926,LOCHEM,Lochem,Gelderland,2020,52.1724980003029,6.450609000592462
Solarvation Runderweg B.V.,8.877,LELYSTAD,Lelystad,Flevoland,2023,52.52391101281032,5.559319517727577
Zonnepark PV24 B.V.,8.714,SINT-OEDENRODE,Meierijstad,Noord-Brabant,2024,51.58118680271252,5.426804618663002
Zonnepark de Kie B.V.,8.6702,FRANEKER,Waadhoeke,Friesland,2018,53.175999519205604,5.516925120470254
FP Lux REIO PV Netherlands Lochem-2 B.V.,8.591,LOCHEM,Lochem,Gelderland,2022,52.170661211365626,6.396052633847404
Sunland 3 B.V.,8.5,DEN HELDER,Den Helder,Noord-Holland,2021,52.91692088674141,4.78870586090969
EGP Solar Laarbeek B.V.,8.5,AARLE-RIXTEL,Laarbeek,Noord-Brabant,2023,51.52744924467814,5.655939106271774
TPSolar Bloesemlaan Zeewolde B.V.,8.47491,ZEEWOLDE,Zeewolde,Flevoland,2022,52.35303450465458,5.47996704350036
Solarpark De Mun B.V.,8.308,OSS,Oss,Noord-Brabant,2025,51.74262466216481,5.558509675944581
Zonnig Alphen aan den Rijn N11 B.V.,8.282,ALPHEN AAN DEN RIJN,Alphen aan den Rijn,Zuid-Holland,2024,52.12659863118792,4.618429499896109
Karakter Energie B.V.,8.238,HORST,Horst aan de Maas,Limburg,2022,51.423550291584434,6.101867237151386
Energiepark Pottendijk B.V.,8.02,NIEUW-WEERDINGE,Emmen,Drenthe,2022,52.823434986285704,6.976632432515304
OTTE B.V.,7.999,DALFSEN,Dalfsen,Overijssel,2023,52.538265930290116,6.265067880825523
Zonnepark Dordrecht Wieldrechtse Zeedijk B.V.,7.997,DORDRECHT,Dordrecht,Zuid-Holland,2023,51.76762936109075,4.649774237647283
Solarius Sun United B.V.,7.94,KRUININGEN,Reimerswaal,Zeeland,2023,51.467391811108946,4.022171576073548
Zonnepark Ermelo Schaapsdijk B.V.,7.846,ERMELO,Ermelo,Gelderland,2022,52.30959413286773,5.568442115552466
Zonnepark Winterswijk Arrasveldweg B.V.,7.846,WINTERSWIJK,Winterswijk,Gelderland,2021,51.9803966782115,6.694526682714022
Zonneweide Westdorperveen B.V.,7.8,WESTDORP,Borger-Odoorn,Drenthe,2022,52.89521898631426,6.759483074729944
Energiepark Pottendijk B.V.,7.7544,EMMEN,Emmen,Drenthe,2022,52.821620240807576,6.977728987729962
Zonnepark Nieuweweg B.V.,7.7,OPLOO,Land van Cuijk,Noord-Brabant,2024,51.5978608327688,5.840880516725076
Zonnepark Heino II B.V.,7.638,HEINO,Raalte,Overijssel,2025,52.46150892001062,6.255456873098805
Technique Solaire Invest 2 Nederland B.V.,7.505,REUVER,Beesel,Limburg,2024,51.26945698627775,6.081308674327772
***,7.5,DORDRECHT,Dordrecht,Zuid-Holland,2019,51.74557430317909,4.634799804154588
KS NL41 B.V.,7.401,HOOGEVEEN,Hoogeveen,Drenthe,2025,52.757600518946425,6.465618162514679
Zonnepark Geefsweer B.V.,7.303,MEEDHUIZEN,Eemsdelta,Groningen,2019,53.29999846233695,6.926101435567202
Energie Hielkema B.V.,7.3,NIJEHASKE,De Fryske Marren,Friesland,2021,52.98315286535643,5.868799353666134
***,7.285,HEERENVEEN,Heerenveen,Friesland,2020,52.97403099964043,5.907526000504196
Zonnepark Friesland B.V.,7.2,HAULERWIJK,Ooststellingwerf,Friesland,2018,53.0685672783938,6.3256500689079695
Zonnepark Emmen B.V.,7.063,ODOORN,Borger-Odoorn,Drenthe,2024,52.86496748100558,6.906711369910223
International Solar Projects IV B.V.,7.033,HERTEN,Roermond,Limburg,2020,51.167073929893384,5.957532962646575
Solarvation Edelhertweg B.V.,7.017,LELYSTAD,Lelystad,Flevoland,2023,52.536748414824494,5.541458486279862
Brilman Bathmen Duurzame Energie B.V.,7,BATHMEN,Deventer,Overijssel,2022,52.25290887049272,6.270608479790097
Brilman Bathmen Zonnepark B.V.,7,BATHMEN,Deventer,Overijssel,2022,52.25299286978847,6.273205164712212
Zonnepark Emmen B.V.,6.944,ODOORN,Borger-Odoorn,Drenthe,2024,52.86698228799626,6.903989061822642
Zonnepark PV9 B.V.,6.943,HEERENVEEN,Heerenveen,Friesland,2021,52.97031682163145,5.872076804411571
Zonnepark Eemshavendijk B.V.,6.888,EEMSHAVEN,Het Hogeland,Groningen,2020,53.43846299721327,6.846432565973321
Zonnepark Wijdemeren B.V.,6.887,'S-GRAVELAND,Wijdemeren,Noord-Holland,2020,52.27134580514656,5.11650735161491
Scheldezon B.V.,6.804,RILLAND,Reimerswaal,Zeeland,2019,51.40043319699271,4.250248154322435
Zonnepark Dorst,6.8,DORST,Oosterhout,Noord-Brabant,2024,51.58658001601731,4.843812878932899
Zonnepark PV8 B.V.,6.745,KOLLUM,Noardeast-Fryslân,Friesland,2020,53.282389999996866,6.164205000750476
Zonnepark PV6 B.V.,6.719,LEEUWARDEN,Leeuwarden,Friesland,2020,53.20622498686244,5.757088265805249
Avri Solar B.V.,6.699,GELDERMALSEN,West Betuwe,Gelderland,2018,51.867113283224306,5.326008346329583
Zonnepark Daarle B.V.,6.696,DAARLE,Hellendoorn,Overijssel,2021,52.44598194417363,6.533706166451382
Zonnepark Leemdijk B.V.,6.652,SMILDE,Midden-Drenthe,Drenthe,2020,52.93223184934575,6.41775540421397
Zonnepark Revelhorst B.V.,6.569,ZUTPHEN,Zutphen,Gelderland,2020,52.12204085141423,6.231682903584416
BEE Markelo B.V.,6.518,MARKELO,Hof van Twente,Overijssel,2021,52.25491158366805,6.530696155262676
Zonnepark Coevorden B.V.,6.5,COEVORDEN,Coevorden,Drenthe,2020,52.65700259536103,6.681501083123271
Zonne-energie Dogger B.V.,6.48,DEN HELDER,Den Helder,Noord-Holland,2020,52.93539378011885,4.75039106851907
Zon Tripkouw B.V.,6.432,OOSTWOUD,Medemblik,Noord-Holland,2020,52.72280246370828,5.079899346541756
BEE Alteveer B.V.,6.389,ONSTWEDDE,Stadskanaal,Groningen,2022,53.05705703433703,7.0007930050047165
Geova Weihoek B.V.,6.3764,ROOSENDAAL,Roosendaal,Noord-Brabant,2021,51.52368275130711,4.426983556238663
***,6.37,HEERHUGOWAARD,Dijk en Waard,Noord-Holland,2019,52.70430324373874,4.845087522132042
Havenbedrijf Moerdijk N.V.,6.23,KLUNDERT,Moerdijk,Noord-Brabant,2021,51.66474624868136,4.562766147805864
N.V. Rova Holding,6.211,RHEEZERVEEN,Hardenberg,Overijssel,2021,52.55652916974903,6.527038312088409
BEE Stadskanaal B.V.,6.177,HOOGEVEEN,Hoogeveen,Drenthe,2022,52.749083946488305,6.433004982360766
BEE Stadskanaal B.V.,6.002,BORGER,Borger-Odoorn,Drenthe,2022,52.97439694593364,6.934312031671088
Enzee B.V.,6,BORSSELE,Borsele,Zeeland,2020,51.43613647514252,3.712520692635444
Zwanendal B.V.,6,SINT MAARTENSVLOTBRUG,Schagen,Noord-Holland,2025,52.78424530866628,4.687583346265783
Zonnepark Beuningen B.V.,6,BEUNINGEN GLD,Beuningen,Gelderland,2020,51.858501000114885,5.736989000239752
Zonnepark Ameland B.V.,5.98,BALLUM,Ameland,Friesland,2015,53.4504529874044,5.674409408472661
BEE Haarweg B.V.,5.969,WAGENINGEN,Wageningen,Gelderland,2021,51.964408851199344,5.643305351652054
Zonnepark Eerbeek B.V.,5.9,EERBEEK,Brummen,Gelderland,2021,52.09831838740243,6.076872826922674
Zonneveld Best B.V.,5.855,BEST,Best,Noord-Brabant,2019,51.49251099993725,5.425237000094068
Langstraat Zon Coöperatie U.A.,5.824,WAALWIJK,Waalwijk,Noord-Brabant,2022,51.70888724443905,5.075326309542622
Zonnepark XXL B.V.,5.778,ASSEN,Assen,Drenthe,2016,52.96583944761174,6.526049952133388
Zonnepark Weststellingwerf B.V.,5.696,WOLVEGA,Weststellingwerf,Friesland,2024,52.879366511864035,5.9840781696703855
International Solar Projects IV B.V.,5.658,EEMNES,Eemnes,Utrecht,2019,52.227612782827556,5.250739476479459
***,5.616,COEVORDEN,Coevorden,Drenthe,2019,52.66415341991398,6.714942744256963
Zonnepark PV7 B.V.,5.616,DEN HAM OV,Twenterand,Overijssel,2020,52.45677299997227,6.538510000389128
Alleco Solar Energy,5.6,PURMEREND,Purmerend,Noord-Holland,2016,52.52387264097507,5.004353997930809
Zonnepark Wagenborgen B.V.,5.6,WAGENBORGEN,Eemsdelta,Groningen,2020,53.257692619694446,6.945972354802534
RWE Solar Netherlands B.V.,5.557,GEERTRUIDENBERG,Geertruidenberg,Noord-Brabant,2022,51.70921247572166,4.838200763324508
BEE Stadskanaal B.V.,5.518,BORGER,Borger-Odoorn,Drenthe,2022,52.966061566843145,6.891923027796956
Stichting de ' Griene Greide',5.5,GARYP,Tytsjerksteradiel,Friesland,2017,53.17223777842298,5.9932810824549945
Eemshaven Magnum B.V.,5.5,EEMSHAVEN,Het Hogeland,Groningen,2018,53.44997752551362,6.857967989278796
N.V. Watertransportmaatschappij Rijn-Kennemerland (W.R.K.),5.49504,NIEUWEGEIN,Nieuwegein,Utrecht,2020,52.02083712955374,5.108583004036028
Zonnepark Fort de Pol B.V.,5.487,ZUTPHEN,Zutphen,Gelderland,2020,52.163940319204514,6.1931994972292665
BEE Greenlight Ommelanderwijk B.V.,5.453,NIEUWE PEKELA,Pekela,Groningen,2020,53.071044942763926,6.9314551912600715
Zon Weert B.V.,5.38,WEERT,Weert,Limburg,2023,51.246130796480585,5.762144217512362
Zonnepark De Wildert B.V.,5.258,DONGEN,Dongen,Noord-Brabant,2022,51.61530763478953,4.991454054460306
Exploitatiemaatschappij Groen Energie B.V.,5.222,LUTTELGEEST,Noordoostpolder,Flevoland,2019,52.744109649286614,5.870475161132032
Eneco Solar B.V.,5.175,DONGEN,Dongen,Noord-Brabant,2023,51.61391599257158,4.9914024876750185
Energiepark Zwolle B.V.,5.15,ZWOLLE,Zwolle,Overijssel,2019,52.50611301977498,6.1366991708766
Solarpark Echt-Susteren B.V.,5.1,ECHT,Echt-Susteren,Limburg,2023,51.127708741894786,5.869825265698267
ZonXP Reimerswaal 1 B.V.,5.077,RILLAND,Reimerswaal,Zeeland,2024,51.42788773864593,4.211304715230599
EGP Solar Reuver B.V.,5,REUVER,Beesel,Limburg,2023,51.27352139128639,6.093607184011181
Bergumzon B.V.,4.991,BURGUM,Tytsjerksteradiel,Friesland,2018,53.21018917812831,6.032576039781052
Blitsaerd Solar B.V.,4.99,LEEUWARDEN,Leeuwarden,Friesland,2020,53.22009404770058,5.851037519875343
Eneco Solar B.V.,4.93373,SPIJKENISSE,Nissewaard,Zuid-Holland,2024,51.83524607531917,4.409513549483786
Hoogheemraadschap Hollands Noorderkwartier,4.91904,WERVERSHOOF,Medemblik,Noord-Holland,2021,52.7338372874066,5.135653035343228
Zonnepark De Grift B.V.,4.9,NIJMEGEN,Nijmegen,Gelderland,2022,51.89144038097643,5.850802361599967
***,4.849,WACHTUM,Coevorden,Drenthe,2020,52.7219382513753,6.731253793029112
Zonnepark Wolvega B.V.,4.785,WOLVEGA,Weststellingwerf,Friesland,2021,52.88294499999516,5.979455000166324
BEE Stadskanaal B.V.,4.78,BUINERVEEN,Borger-Odoorn,Drenthe,2020,52.939979189705156,6.863349070900649
Zonnepark Emmen B.V.,4.77945,EMMER-COMPASCUUM,Emmen,Drenthe,2020,52.81979453952244,6.9723128062226705
Zonneparken Someren B.V.,4.691,LIEROP,Someren,Noord-Brabant,2021,51.446297133055026,5.673498557035101
FP Lux REIO PV Netherlands Coevorden B.V.,4.627,COEVORDEN,Coevorden,Drenthe,2022,52.63679996881825,6.713504201426441
Zon Amstelwijck B.V.,4.6,DORDRECHT,Dordrecht,Zuid-Holland,2021,51.7708980950031,4.652067233219827
W.A. Scholten Zonnepark B.V.,4.55994,HOOGEZAND,Midden-Groningen,Groningen,2021,53.169187667762024,6.713588192450288
Zonnepark Friesland B.V.,4.5,APPELSCHA,Ooststellingwerf,Friesland,2018,52.937765493093835,6.355377550482508
KS NL7 B.V.,4.494,OVERDINKEL,Losser,Overijssel,2021,52.244438149950696,7.0579969131069396
Solarpark 'de Lichtkiem' B.V.,4.443,ASSEN,Assen,Drenthe,2020,53.0079335237616,6.523608651239177
Solarpark Azewijn Montferland B.V.,4.4,AZEWIJN,Montferland,Gelderland,2020,51.89059010775344,6.32627653471734
Zonnepark Apeldoorn IJsseldijk B.V.,4.395,APELDOORN,Apeldoorn,Gelderland,2021,52.19192572614141,6.043051718708063
***,4.367,STADSKANAAL,Stadskanaal,Groningen,2018,52.97402531565751,6.964012300932393
***,4.336,VENLO,Venlo,Limburg,2021,51.34307590822764,6.154394590479627
Zonnepark Friesland B.V.,4.3,APPELSCHA,Ooststellingwerf,Friesland,2018,52.941254154900534,6.356963537370432
***,4.28,WINSSEN,Beuningen,Gelderland,2023,51.88151804626032,5.679955012490742
