operator,capacity_mw,place,municipality,province,year_realized,latitude,longitude
Zonnepark PV22 B.V.,0.518,DOKKUM,Noardeast-Fryslân,Friesland,2022,53.330595141638305,5.9856436999798905
Zonnepark Nieuwendijk B.V.,0.506,WERKENDAM,Altena,Noord-Brabant,2023,51.764134779475064,4.926333844011911
Klaverkaas B.V.,0.50505,MIDDENMEER,Hollands Kroon,Noord-Holland,2023,52.757603926692646,5.035802863423696
Nieuw-Oranjepoort,0.503,EMMEN,Emmen,Drenthe,2019,52.74102574371008,6.949744900347023
Zonnepark Molenbosch B.V.,0.5,OLDEBERKOOP,Ooststellingwerf,Friesland,2021,52.9420493628744,6.11382901060066
Zonnepark Molenbosch B.V.,0.5,OLDEBERKOOP,Ooststellingwerf,Friesland,2021,52.942399091444095,6.115654873143203
GLOED Garnwerd,0.5,ZUIDHORN,Westerkwartier,Groningen,2022,53.24813050830926,6.408781023322188
Coöperatie Goed Veur Mekare U.A.,0.5,OLST,Olst-Wijhe,Overijssel,2024,52.32953276881254,6.115795320729159
QEW ENGINEERED RUBBER B.V.,0.499905,HOOGEZAND,Midden-Groningen,Groningen,2021,53.168457032568945,6.7383661612623715
***,0.4995,HAAREN,Oisterwijk,Noord-Brabant,2019,51.602122836759136,5.2076910957105085
***,0.499,BAARLE-NASSAU,Baarle-Nassau,Noord-Brabant,2022,51.453773210258575,4.9712614616655895
***,0.499,VIERLINGSBEEK,Land van Cuijk,Noord-Brabant,2021,51.59164428587457,5.989138966218171
BEE Medel B.V.,0.499,ECHTELD,Neder-Betuwe,Gelderland,2022,51.91885381102139,5.484086697053409
***,0.499,BERGEIJK,Bergeijk,Noord-Brabant,2021,51.310337368163445,5.365192005892811
Waterschap Zuiderzeeland,0.499,ZEEWOLDE,Zeewolde,Flevoland,2018,52.36070362655537,5.508774654694114
E-Quest datacenter diensten B.V.,0.499,HELMOND,Helmond,Noord-Brabant,2019,51.47803765460857,5.619139772500265
Little Sun Eindhoven B.V.,0.499,EINDHOVEN,Eindhoven,Noord-Brabant,2020,51.47004085509827,5.415934293973035
EGP Zon op NL-snelwegen B.V.,0.498,RIJSENHOUT,Haarlemmermeer,Noord-Holland,2020,52.255252665686115,4.6809159480910045
Gemeentehuis Ommen,0.497952,OMMEN,Ommen,Overijssel,2020,52.52666121240423,6.419555612370522
BEE 't Zunneveld B.V.,0.494,HARDENBERG,Hardenberg,Overijssel,2022,52.58047446715793,6.659813184827081
BEE Haarweg B.V.,0.492,WAGENINGEN,Wageningen,Gelderland,2021,51.96557791409473,5.6420128999870265
Zonneweide Bergen B.V.,0.49,BERGEN NH,Bergen (NH),Noord-Holland,2017,52.65856417818095,4.719037375715155
DM-SDE B.V.,0.486,ZUIDBROEK,Midden-Groningen,Groningen,2019,53.16144793079365,6.89203603661579
Sunrock Assets XXX B.V.,0.486,BIDDINGHUIZEN,Dronten,Flevoland,2019,52.42763774573718,5.68911286916062
Sunrock Assets XXX B.V.,0.486,BIDDINGHUIZEN,Dronten,Flevoland,2019,52.42639800892361,5.686670299717085
Kolksluis Solar B.V.,0.483,'T ZAND NH,Schagen,Noord-Holland,2020,52.84640115928297,4.751506978475723
Energie Coöperatie Endona U.A.,0.482,RAALTE,Raalte,Overijssel,2024,52.387599975364935,6.256688994617299
Stichting De ' Griene Greide',0.48,GARYP,Tytsjerksteradiel,Friesland,2017,53.170895291105026,5.993445348630308
Waterschap Drents Overijsselse Delta,0.479,BEILEN,Midden-Drenthe,Drenthe,2021,52.85992363362405,6.4936512956530015
Waterschap Scheldestromen,0.472,THOLEN,Tholen,Zeeland,2022,51.54105577976646,4.231898808463071
Hoogheemraadschap Hollands Noorderkwartier,0.469,DE KOOG,Texel,Noord-Holland,2019,53.07662787278115,4.775051924484008
Waterschap Drents Overijsselse Delta,0.45612,VOLLENHOVE,Steenwijkerland,Overijssel,2021,52.671403996976075,5.948162812626014
Hoogheemraadschap van Schieland en de KR.WRD,0.455,STOLWIJK,Krimpenerwaard,Zuid-Holland,2024,51.980513943779776,4.767413428749723
BCT Energy B.V.,0.446,RIJSBERGEN,Zundert,Noord-Brabant,2024,51.486346879936306,4.730935451539299
Wetterskip Fryslân,0.445,SNEEK,Súdwest-Fryslân,Friesland,2021,53.0227747710909,5.6405527423103905
Duurzaam Kootwijkerbroek Cooperatie U.A.,0.44,KOOTWIJKERBROEK,Barneveld,Gelderland,2024,52.1487303510345,5.653354397968513
Zonnepark Hee B.V.,0.431,HEE,Terschelling,Friesland,2018,53.37680280474417,5.256277750998993
EGP Zon op NL-snelwegen B.V.,0.421,ROTTERDAM,Rotterdam,Zuid-Holland,2020,51.94781628056785,4.513524368443899
Zonnepark Midlum B.V.,0.42,HARLINGEN,Harlingen,Friesland,2021,53.17989019833586,5.461734441234563
Zonnedorpen/Freek Sonneveld,0.416,'T ZAND,Eemsdelta,Groningen,2019,53.363909776541085,6.776954192491729
Waterschap Noorderzijlvest,0.415,WINSUM GN,Het Hogeland,Groningen,2021,53.334286198889686,6.502902854301425
EC Midden-Twente,0.411,AMBT DELDEN,Hof van Twente,Overijssel,2021,52.26546059649496,6.638977921389372
Hof op Rozen,0.411,AMBT DELDEN,Hof van Twente,Overijssel,2021,52.26307025504799,6.637411687805255
EGP Zon op NL-snelwegen B.V.,0.405,BARENDRECHT,Barendrecht,Zuid-Holland,2019,51.86285400397022,4.512200100723787
Waterschap Zuiderzeeland,0.404,DRONTEN,Dronten,Flevoland,2018,52.537342623421516,5.715067526408693
Eco Invest FRL B.V.,0.4,WERGEA,Leeuwarden,Friesland,2018,53.16623337942995,5.831729205965073
Lutten Levert,0.398,LUTTENBERG,Hardenberg,Overijssel,2020,52.610773171754445,6.55206457022901
VrijstadEnergie/Zonneveld de Heuvel,0.395,CULEMBORG,Culemborg,Gelderland,2022,51.935779132070024,5.175083142211728
Waterschap Vechtstromen,0.392,VRIEZENVEEN,Twenterand,Overijssel,2021,52.4076775030354,6.63353527420499
***,0.38763,LELYSTAD,Lelystad,Flevoland,2020,52.47569243523216,5.531347169509965
Wetterskip Fryslân,0.386,AKKRUM,Heerenveen,Friesland,2021,53.04447643316918,5.83497068854834
Zonnepark Hee Fase 2 B.V.,0.386,HEE,Terschelling,Friesland,2021,53.37666191972201,5.255792859445618
Zonnepark Fieldlab B.V.,0.378,NIEUW-DORDRECHT,Emmen,Drenthe,2020,52.742359764217305,6.963101625976276
Wetterskip Fryslân,0.374,DOKKUM,Noardeast-Fryslân,Friesland,2020,53.3216144531941,6.020832271557456
Plantenkwekerij Rob van Vegchel B.V.,0.37,AMERICA,Horst aan de Maas,Limburg,2022,51.43727267815115,6.005493810617472
Waterschap Hunze en Aa's,0.37,GIETEN,Aa en Hunze,Drenthe,2019,53.0162095909095,6.7757586326825905
Endona Projecten B.V.,0.364,HEETEN,Raalte,Overijssel,2018,52.334545496149,6.2890992319046966
Waterschap Vallei en Veluwe,0.361,WOUDENBERG,Woudenberg,Utrecht,2021,52.0880601252795,5.446837540210198
Gemeente Medemblik,0.36,WOGNUM,Medemblik,Noord-Holland,2021,52.68696794332485,5.029303571142723
Zon Hollandse Delta B.V.,0.354,NUMANSDORP,Hoeksche Waard,Zuid-Holland,2021,51.72444924663409,4.419691537291558
***,0.353275,DWINGELOO,Westerveld,Drenthe,2020,52.82796740821994,6.388092760662324
EnergieU,0.353,UTRECHT,Utrecht,Utrecht,2023,52.113664709053346,5.036145870286356
Kwekerij De Noordhoek B.V.,0.35,KAPELLE,Kapelle,Zeeland,2021,51.46942123616351,3.94862953249502
Gemeente Alkmaar,0.35,ALKMAAR,Alkmaar,Noord-Holland,2020,52.633105854755236,4.7121906347288505
Energiecoöperatief De Groene Wieken U.A.,0.35,HOOGEVEEN,Hoogeveen,Drenthe,2024,52.71236799904209,6.593978472829958
Waterschap Limburg,0.336,STEIN LB,Stein,Limburg,2023,50.974843373519995,5.752330044648436
Wieskamp Solar B.V.,0.33,WINTERSWIJK HENXEL,Winterswijk,Gelderland,2020,51.98807364157804,6.74327142385206
Waterschap Limburg,0.327,VENRAY,Venray,Limburg,2018,51.55105928457457,5.98759615469328
Mathijssen Herveld B.V.,0.32,HERVELD,Overbetuwe,Gelderland,2022,51.91337638527802,5.7532381983544685
Helena Sustainable Innovations B.V.,0.32,'S-GRAVENHAGE,'s-Gravenhage,Zuid-Holland,2020,52.08403691297901,4.35314623157598
Waterschap Scheldestromen,0.311,SINT-MAARTENSDIJK,Tholen,Zeeland,2021,51.55466688713729,4.07363207872643
AGEM Gemeentelijke Energie B.V.,0.308,BRAAMT,Montferland,Gelderland,2023,51.92279965881431,6.267881395011273
Waterschap Hunze en Aa's,0.308,STADSKANAAL,Stadskanaal,Groningen,2019,53.01251396297402,6.955031266508865
Waterschap Limburg,0.304,MEIJEL,Peel en Maas,Limburg,2024,51.34870051252302,5.8694758208518465
Waterschap Vallei en Veluwe,0.302,HEERDE,Heerde,Gelderland,2021,52.391234407793746,6.05390951690857
Waterschap Scheldestromen,0.301,BRUINISSE,Schouwen-Duiveland,Zeeland,2022,51.63278325804088,4.063783071476584
"Rivierenland, Waterschap",0.297,SLIEDRECHT,Sliedrecht,Zuid-Holland,2022,51.832194110057124,4.799175370711659
De Groene Stroom,0.297,BARENDRECHT,Barendrecht,Zuid-Holland,2023,51.840974587265706,4.5174180948114815
De Heufkens B.V.,0.293,POEDEROIJEN,Zaltbommel,Gelderland,2025,51.79297163755595,5.094401176952818
Hoogheemraadschap van Schieland en de KR.WRD,0.285,CAPELLE AAN DEN IJSSEL,Capelle aan den IJssel,Zuid-Holland,2022,51.929557258877594,4.602873224525082
BE Lacustris B.V.,0.278,MIDDENMEER,Hollands Kroon,Noord-Holland,2020,52.773789286230425,5.058840574345376
Waterschap Vallei en Veluwe,0.276,OVERBERG,Utrechtse Heuvelrug,Utrecht,2021,52.03948955687193,5.52440736674509
Waterschap Noorderzijlvest,0.273,ONDERDENDAM,Het Hogeland,Groningen,2021,53.32660413817898,6.591196681085664
Laan Flora Facilities B.V.,0.27,ZWAAGDIJK-OOST,Medemblik,Noord-Holland,2019,52.70752508205378,5.14456540823743
Rotterdamse Energiecoöperatie,0.264,RHOON,Albrandswaard,Zuid-Holland,2019,51.865457336323914,4.446261019680958
Hoogheemraadschap De Stichtse Rijnlanden,0.26,GROENEKAN,De Bilt,Utrecht,2016,52.119548497990024,5.173952008706256
Wetterskip Fryslân,0.257,SLOTEN FR,De Fryske Marren,Friesland,2020,52.90241397622158,5.63946533041542
Zonnepark A58 Etten-Leur B.V.,0.253,ETTEN-LEUR,Etten-Leur,Noord-Brabant,2020,51.553081249632484,4.625120112842846
Hoogheemraadschap Hollands Noorderkwartier,0.25164,DEN OEVER,Hollands Kroon,Noord-Holland,2019,52.92811713098806,5.032427259117362
Brabant Water N.V.,0.25,ZEVENBERGEN,Moerdijk,Noord-Brabant,2021,51.6589414706557,4.610877439417577
Tennet Tso B.V.,0.25,GRONINGEN,Groningen,Groningen,2025,53.2123836468039,6.475073939061552
Wetterskip Fryslân,0.248,BURDAARD,Noardeast-Fryslân,Friesland,2020,53.29795308117818,5.884869812155098
Energie Cooperatie Vorden U.A.,0.243,VORDEN,Bronckhorst,Gelderland,2022,52.10168903279187,6.300310262349387
Waterschap Zuiderzeeland,0.24,LELYSTAD,Lelystad,Flevoland,2020,52.5052258199174,5.43285313506221
Stichting Landgoed De Commel,0.24,ECHT,Echt-Susteren,Limburg,2021,51.096166021689704,5.869389531889881
Duurzame Energie Coöperatie Dommelstroom U.A.,0.24,BOXTEL,Boxtel,Noord-Brabant,2024,51.608119731216526,5.326552128191316
Zonnepark Maassluis B.V.,0.24,MAASSLUIS,Maassluis,Zuid-Holland,2019,51.907602275188125,4.2703478675113535
Waterschap Vallei en Veluwe,0.231,SOEST,Soest,Utrecht,2021,52.19366625464984,5.298750792331114
Waterschap Limburg,0.22557,KERKRADE,Kerkrade,Limburg,2018,50.883799855404355,6.048109588531496
Waterschap Vechtstromen,0.22464,VROOMSHOOP,Twenterand,Overijssel,2020,52.44700920136017,6.564361086393354
Duurzaam Menterwolde,0.216,ZUIDBROEK,Midden-Groningen,Groningen,2018,53.16134153271325,6.890926966880991
De Wintertuin B.V.,0.210909,DE LIER,Westland,Zuid-Holland,2020,51.98554491087804,4.283012555073681
N.V. PWN Waterleidingbedrijf Noord-Holland,0.201,HEEMSKERK,Heemskerk,Noord-Holland,2020,52.505444497100235,4.600740835222431
Coöperatieve Vereniging Solar Green Point Haarlemmermeer U.A.,0.2,RIJSENHOUT,Haarlemmermeer,Noord-Holland,2020,52.25477261313869,4.680258212373092
Waterschap Drents Overijsselse Delta,0.2,MEPPEL,Meppel,Drenthe,2022,52.71108927615449,6.194597403282286
Roeleveld-Rolink B.V.,0.2,DENEKAMP,Dinkelland,Overijssel,2024,52.386628371224106,7.018403920227239
Leudal Energie (Duurzame Energie Coöperatie Leudal U.A.),0.2,NUNHEM,Leudal,Limburg,2024,51.23990964567112,5.9635105585941535
Huls Duurzame Energie Vastgoed B.V.,0.2,WINTERSWIJK RATUM,Winterswijk,Gelderland,2017,51.98073245471224,6.785785896940138
SoReJa B.V.,0.2,MELDERSLO,Horst aan de Maas,Limburg,2020,51.472999290386376,6.087061099661997
Wetterskip Fryslân,0.198,BROEK FR,De Fryske Marren,Friesland,2021,52.97217779931577,5.763311586871001
Zeeuwind,0.193,MIDDELBURG,Middelburg,Zeeland,2018,51.47757389957329,3.6214048582753864
Waterschap Drents Overijsselse Delta,0.193,ROGAT,Meppel,Drenthe,2018,52.68926497868627,6.257071318662626
Waterschap Vechtstromen,0.186,ALMELO,Almelo,Overijssel,2021,52.365733311069256,6.65039930783683
Walter Grootscholten B.V.,0.1815,DE LIER,Westland,Zuid-Holland,2023,51.98842524082665,4.278455095248384
Timmerfabriek Van der Vegt B.V.,0.18144,DALFSEN,Dalfsen,Overijssel,2021,52.52676912600366,6.324161417052818
Gemeentehuis Ommen,0.18,OMMEN,Ommen,Overijssel,2022,52.52622325297929,6.420452671084089
Gemeente Landgraaf,0.18,LANDGRAAF,Landgraaf,Limburg,2022,50.911428604551205,6.035321329249937
waterschap Hoogheemraadschap De Stichtse Rijnlanden,0.177,UTRECHT,Utrecht,Utrecht,2023,52.11381648380848,5.035742983333344
DeventerEnergie,0.176,DEVENTER,Deventer,Overijssel,2023,52.25590481030627,6.173372903599021
Duurzaam Menterwolde,0.174,ZUIDBROEK,Midden-Groningen,Groningen,2019,53.16115204305189,6.890953765958506
Groenkracht Groenlo,0.169,GROENLO,Oost Gelre,Gelderland,2022,52.04676994691576,6.609668108919082
Waterschap Scheldestromen,0.166,BRESKENS,Sluis,Zeeland,2021,51.38439932388708,3.5852388757529234
Provincie Utrecht,0.158,MAARTENSDIJK,De Bilt,Utrecht,2021,52.150805360432095,5.160375166656609
BergenEnergie,0.157,BERGEN (NH),Bergen (NH),Noord-Holland,2016,52.65858480085384,4.717884328304982
Waterschap Noorderzijlvest,0.156,FARMSUM,Eemsdelta,Groningen,2021,53.30712190797655,6.951353393959726
Wetterskip Fryslân,0.1558,BOLSWARD,Súdwest-Fryslân,Friesland,2025,53.075133292558476,5.524416566134858
Waterschap Vallei en Veluwe,0.1521,BENNEKOM,Ede,Gelderland,2021,51.99776026096501,5.658233167061347
Waterschap Zuiderzeeland,0.15052,BIDDINGHUIZEN,Dronten,Flevoland,2019,52.37119085493946,5.616280308414714
Waterschap Drents Overijsselse Delta,0.15,GENEMUIDEN,Zwartewaterland,Overijssel,2023,52.60466095940467,6.060821188660568
Energie Cooperatief West (Terschelling),0.15,WEST-TERSCHELLING,Terschelling,Friesland,2019,53.37243647738779,5.2424040223
HMO,0.147,HENGELO OV,Hengelo (O),Overijssel,2023,52.247960727394904,6.769874817546989
Waterschap Noorderzijlvest,0.142,WEHE-DEN HOORN,Het Hogeland,Groningen,2021,53.36789029395637,6.414481820034526
Waterschap Brabantse Delta,0.141,NIEUW-VOSSEMEER,Steenbergen,Noord-Brabant,2021,51.57377812811286,4.2195689174663356
***,0.138,DEDEMSVAART,Hardenberg,Overijssel,2014,52.597860801299994,6.447557477366934
Waterschap Drents Overijsselse Delta,0.1368,HEINO,Raalte,Overijssel,2021,52.44077541042307,6.201830332669071
Duurzaam Menterwolde,0.136,ZUIDBROEK,Midden-Groningen,Groningen,2022,53.161157968631684,6.891973755361732
Zonnepark Halo Langelo B.V.,0.133,LANGELO DR,Noordenveld,Drenthe,2020,53.089718785862495,6.4293008563122696
Alkmaar Energie,0.133,ALKMAAR,Alkmaar,Noord-Holland,2023,52.64548008871105,4.74036307776209
EVHB/projectcöperatie Korenstreep,0.132,VEGHEL,Meierijstad,Noord-Brabant,2018,51.63805398048802,5.566040819122523
N.V. PWN Waterleidingbedrijf Noord-Holland,0.13108,HOOFDDORP,Haarlemmermeer,Noord-Holland,2020,52.32690785359237,4.659647187689563
Benedictinessen (OSB),0.13,OOSTERHOUT NB,Oosterhout,Noord-Brabant,2023,51.642113605033956,4.870749405492331
King 3 Investments B.V.,0.13,DRIMMELEN,Drimmelen,Noord-Brabant,2023,51.707008657301515,4.823207120664556
Enschede Energie,0.128,ENSCHEDE,Enschede,Overijssel,2023,52.204176028281935,6.91972407965307
Eerste Kwartier Gebiedsontwikkeling Spoorzon B.V.,0.1245,DEVENTER,Deventer,Overijssel,2023,52.25607876072493,6.174005508532898
Rythovius College,0.12,EERSEL,Eersel,Noord-Brabant,2016,51.3634267985671,5.314753065732048
E-Lekstroom,0.119,NIEUWEGEIN,Nieuwegein,Utrecht,2018,52.060937947476965,5.077858763858509
Solarpark Galecop B.V.,0.119,NIEUWEGEIN,Nieuwegein,Utrecht,2019,52.06127629684806,5.077910701441773
EC Oldemarkt,0.117,OLDEMARKT,Steenwijkerland,Overijssel,2020,52.82255222641961,5.965822688646658
Waterschap Drents Overijsselse Delta,0.115,DALFSEN,Dalfsen,Overijssel,2021,52.509709727613966,6.236842662205387
Digital Invest Emmeloord B.V.,0.11,ASSEN,Assen,Drenthe,2018,53.025583592333525,6.56374434633174
Waterschap Limburg,0.106,MEIJEL,Peel en Maas,Limburg,2018,51.34879841713464,5.86981364938427
Wetterskip Fryslân,0.1046,GROU,Leeuwarden,Friesland,2025,53.09207405298687,5.818072189614339
Hoogheemraadschap van Schieland en de KR.WRD,0.1,BERKENWOUDE,Krimpenerwaard,Zuid-Holland,2025,51.93570271123788,4.7113170653946845
Erve Oostwold,0.1,OOSTWOLD GEM OLDAMBT,Oldambt,Groningen,2015,53.20131322266488,7.034763247467219
Subtropisch Zwemparadijs Aqualaren,0.1,PATERSWOLDE,Tynaarlo,Drenthe,2018,53.14651880359707,6.572298541972716
Morsink Vleesvarkens B.V.,0.1,AMBT DELDEN,Hof van Twente,Overijssel,2018,52.284169369556494,6.672429148878294
Waterschap Noorderzijlvest,0.095,LEEK,Westerkwartier,Groningen,2022,53.15199868044834,6.369285180493531
Waterschap Noorderzijlvest,0.094,FEERWERD,Westerkwartier,Groningen,2021,53.30322865195284,6.479148481360204
Ooghduyne Vastgoed B.V.,0.09222,JULIANADORP,Den Helder,Noord-Holland,2018,52.892948615055865,4.729166132018953
DeventerEnergie,0.089,DEVENTER,Deventer,Overijssel,2023,52.255960848088655,6.173341404443773
***,0.08,BRUMMEN,Brummen,Gelderland,2019,52.11531430888339,6.150299275325944
Stichting St. Josephhuis Casa Carmeli,0.0778,VOGELENZANG,Bloemendaal,Noord-Holland,2018,52.327503586985294,4.580357087535627
EC Gaasterland,0.075,LEMMER,De Fryske Marren,Friesland,2023,52.852488761124434,5.663001136931393
***,0.07497,MONSTER,Westland,Zuid-Holland,2015,52.02392149345406,4.197277018657974
Gemeente Alphen aan den Rijn,0.07434,ALPHEN AAN DEN RIJN,Alphen aan den Rijn,Zuid-Holland,2019,52.14281425669508,4.630428519911425
Waterschap Hunze en Aa's,0.07392,VEENDAM,Veendam,Groningen,2019,53.10305870570029,6.900836025783917
Waterschap Hunze en Aa's,0.07392,WOLDENDORP,Eemsdelta,Groningen,2019,53.26270228742004,6.975619799476551
EC Noordseveld,0.073,PEIZE,Noordenveld,Drenthe,2020,53.14419011140581,6.486447393020385
***,0.065,LAREN GLD,Lochem,Gelderland,2020,52.17078350932889,6.342492000926073
Gemeente Texel,0.061995,DEN BURG,Texel,Noord-Holland,2018,53.04875249494863,4.805029232449608
Gemeente Medemblik,0.06,WOGNUM,Medemblik,Noord-Holland,2019,52.68591185209706,5.029414218385266
Waterschap Hunze en Aa's,0.06,TER APEL,Westerwolde,Groningen,2019,52.888029685046895,7.097788160538997
Solar Green Point/ A20 terbregge,0.059,TERBREGGE,Rotterdam,Zuid-Holland,2019,51.949371557982175,4.5201122273538905
Solar Green Point/ A20 terbregge,0.057,TERBREGGE,Rotterdam,Zuid-Holland,2016,51.94886665836798,4.5181598516892265
Harry van Keulen Holding B.V.,0.053,NIJVERDAL,Hellendoorn,Overijssel,2019,52.365406437331146,6.4923972723864045
N.V. Waterbedrijf Groningen,0.0481,EENRUM,Het Hogeland,Groningen,2022,53.35620882306412,6.464287344483575
N.V. Waterbedrijf Groningen,0.0481,OOSTWOLD GEM OLDAMBT,Oldambt,Groningen,2022,53.203472803857665,7.046411087813884
Endona,0.048,HEETEN,Raalte,Overijssel,2022,52.38654253865345,6.2567916741226925
***,0.028,DWINGELOO,Westerveld,Drenthe,2019,52.8245458434842,6.3898533482936895
Stadsherstel Amsterdam N.V.,0.0276,NIEUW-VENNEP,Haarlemmermeer,Noord-Holland,2020,52.25490939467585,4.618531170581231
Waterschap Hunze en Aa's,0.02464,VRIESCHELOO,Westerwolde,Groningen,2019,53.06283746697654,7.128049908578626
Waterschap Hunze en Aa's,0.02464,FOXHOL,Midden-Groningen,Groningen,2019,53.16659367967587,6.710322433455097
Waterschap Hunze en Aa's,0.01848,2E EXLOERMOND,Borger-Odoorn,Drenthe,2019,52.917233419355426,6.94990345278205
